fan_id,city,age_band,discovery_channel,months_since_discovery,monthly_streams,catalog_depth_pct,skip_rate,playlist_adds,saves_library,follows_socials,social_engagements_90d,on_mailing_list,email_open_rate,attended_show,shared_track,comments_dms,became_supporter,supporter_revenue_12m
F206544,Rotterdam,22-29,Algorithmic radio,22.1,4,6.0,0.284,0,1,0,0,0,0.0,0,0,1,0,0.0
F206545,Barcelona,55+,Algorithmic radio,5.0,3,1.0,0.458,0,1,0,0,0,0.0,0,0,1,0,0.0
F206546,Berlin,22-29,Live show,1.8,0,1.0,0.391,0,0,0,0,0,0.0,0,0,0,0,0.0
F206547,Krakow,40-54,Algorithmic radio,5.2,5,14.0,0.542,0,0,0,0,0,0.0,0,1,2,0,0.0
F206548,Helsinki,40-54,Short-form video,14.8,10,31.0,0.421,1,0,0,0,0,0.0,0,0,0,0,0.0
F206549,Utrecht,16-21,Friend shared,10.8,4,48.0,0.449,1,1,0,0,0,0.0,0,0,0,0,0.0
F206550,Madrid,22-29,Algorithmic radio,14.1,25,94.0,0.102,2,1,1,12,1,0.987,0,0,2,0,0.0
F206551,Amsterdam,30-39,Another artist's collab,1.5,19,46.0,0.163,2,0,0,0,1,0.718,0,0,1,0,0.0
F206552,Barcelona,22-29,Editorial playlist,13.9,5,31.0,0.424,0,1,1,0,0,0.0,0,0,0,0,0.0
F206553,Hamburg,55+,Live show,5.9,7,3.0,0.445,1,1,0,0,0,0.0,0,0,1,0,0.0
F206554,Cologne,22-29,Algorithmic radio,9.6,3,1.0,0.598,0,0,0,0,0,0.0,0,0,0,0,0.0
F206555,London,40-54,Editorial playlist,3.4,5,15.0,0.532,0,0,0,0,0,0.0,0,0,0,0,0.0
F206556,Madrid,16-21,Editorial playlist,9.3,11,54.0,0.287,4,0,1,3,0,0.0,1,0,2,0,0.0
F206557,Leipzig,55+,Live show,0.5,12,51.0,0.294,2,1,0,0,0,0.0,0,1,2,1,20.37
F206558,Madrid,30-39,Editorial playlist,1.0,4,1.0,0.497,0,0,0,0,0,0.0,0,0,0,0,0.0
F206559,Amsterdam,16-21,Music blog / press,2.4,2,11.0,0.592,0,1,0,0,0,0.0,0,0,0,1,21.41
F206560,Manchester,16-21,Algorithmic radio,26.4,5,10.0,0.293,3,0,0,0,0,0.0,0,0,0,0,0.0
F206561,Lyon,16-21,Algorithmic radio,7.4,5,40.0,0.456,0,1,1,4,1,0.341,0,0,0,0,0.0
F206562,Leipzig,30-39,Live show,3.2,1,18.0,0.375,1,0,0,0,0,0.0,0,0,0,1,41.29
F206563,Dublin,40-54,Editorial playlist,4.1,7,37.0,0.322,2,0,1,1,0,0.0,0,0,0,0,0.0
F206564,London,30-39,Editorial playlist,20.8,10,12.0,0.332,1,1,0,0,0,0.0,0,0,0,0,0.0
F206565,Stockholm,30-39,Algorithmic radio,0.5,10,56.0,0.278,1,1,0,0,0,0.0,0,0,1,0,0.0
F206566,Prague,30-39,Friend shared,14.2,5,50.0,0.309,1,1,0,0,0,0.0,0,0,0,1,48.99
F206567,Glasgow,40-54,Algorithmic radio,5.1,6,18.0,0.477,0,1,0,0,0,0.0,0,0,0,0,0.0
F206568,Vienna,22-29,Algorithmic radio,1.4,0,8.0,0.609,1,0,0,0,0,0.0,0,0,1,0,0.0
F206569,Lisbon,30-39,Live show,2.2,11,60.0,0.23,1,1,1,5,0,0.0,0,0,0,0,0.0
F206570,Oslo,16-21,Music blog / press,9.5,6,3.0,0.539,0,1,0,0,0,0.0,0,0,0,0,0.0
F206571,Warsaw,16-21,Algorithmic radio,12.3,0,1.0,0.628,1,0,0,0,0,0.0,0,0,0,0,0.0
F206572,Copenhagen,16-21,Short-form video,29.9,5,45.0,0.404,0,0,0,0,0,0.0,0,0,0,0,0.0
F206573,Vienna,55+,Editorial playlist,1.1,9,1.0,0.27,1,0,0,0,0,0.0,0,0,1,0,0.0
F206574,London,30-39,Friend shared,9.0,13,48.0,0.385,1,0,1,3,0,0.0,0,1,2,0,0.0
F206575,Zurich,40-54,Algorithmic radio,12.9,8,30.0,0.409,1,0,1,3,0,0.0,0,0,0,0,0.0
F206576,London,22-29,Friend shared,1.6,7,33.0,0.376,2,1,0,0,0,0.0,0,0,0,1,46.23
F206577,Vilnius,16-21,Editorial playlist,18.6,6,39.0,0.395,1,0,0,0,0,0.0,0,0,2,0,0.0
F206578,Other,16-21,Editorial playlist,4.3,2,32.0,0.212,0,0,0,0,0,0.0,0,0,0,0,0.0
F206579,Other,22-29,Algorithmic radio,3.9,1,3.0,0.392,0,0,0,0,0,0.0,0,1,1,0,0.0
F206580,Barcelona,55+,Algorithmic radio,20.5,12,60.0,0.319,0,1,0,0,0,0.0,0,1,0,0,0.0
F206581,Vienna,16-21,Algorithmic radio,3.2,2,4.0,0.581,0,1,0,0,0,0.0,0,0,1,0,0.0
F206582,Riga,40-54,Algorithmic radio,6.1,6,16.0,0.389,2,0,0,0,1,0.466,0,0,1,0,0.0
F206583,Munich,22-29,Editorial playlist,7.2,2,35.0,0.608,2,0,0,0,0,0.0,0,0,0,0,0.0
F206584,Bristol,16-21,Friend shared,19.6,0,1.0,0.333,1,1,0,0,0,0.0,0,0,0,0,0.0
F206585,Rotterdam,16-21,Algorithmic radio,25.2,7,11.0,0.286,3,0,0,0,0,0.0,0,0,0,0,0.0
F206586,Berlin,16-21,Editorial playlist,8.6,8,14.0,0.514,0,0,0,0,0,0.0,0,0,0,0,0.0
F206587,Other,30-39,Algorithmic radio,6.3,6,30.0,0.57,1,0,1,0,0,0.0,0,0,0,0,0.0
F206588,Madrid,55+,Friend shared,0.5,6,23.0,0.38,0,0,0,0,0,0.0,0,0,0,0,0.0
F206589,Warsaw,55+,Friend shared,0.5,2,1.0,0.534,0,0,0,0,0,0.0,0,0,0,0,0.0
F206590,Rotterdam,16-21,Short-form video,11.8,6,20.0,0.485,2,1,0,0,0,0.0,0,0,0,0,0.0
F206591,Oslo,30-39,Algorithmic radio,10.5,4,30.0,0.318,2,0,0,0,0,0.0,0,0,0,0,0.0
F206592,London,22-29,Friend shared,2.4,15,82.0,0.287,4,1,0,0,0,0.0,0,1,2,1,36.73
F206593,Brussels,22-29,Friend shared,2.3,0,8.0,0.464,0,0,0,0,0,0.0,0,0,0,0,0.0
F206594,Other,22-29,Music blog / press,5.5,1,1.0,0.682,0,0,0,0,0,0.0,0,0,1,0,0.0
F206595,Lyon,22-29,Short-form video,5.6,7,18.0,0.558,0,1,0,0,0,0.0,0,0,0,0,0.0
F206596,Amsterdam,22-29,Editorial playlist,2.4,7,62.0,0.25,2,0,1,5,0,0.0,0,0,0,0,0.0
F206597,Rotterdam,55+,Another artist's collab,25.3,4,1.0,0.435,0,1,0,0,0,0.0,0,0,0,0,0.0
F206598,Hamburg,30-39,Algorithmic radio,4.7,3,1.0,0.437,0,0,0,0,0,0.0,0,0,0,0,0.0
F206599,London,30-39,Another artist's collab,2.5,6,23.0,0.473,4,1,0,0,0,0.0,0,1,1,0,0.0
F206600,Berlin,22-29,Algorithmic radio,21.5,4,1.0,0.473,1,0,0,0,0,0.0,0,0,0,0,0.0
F206601,Leipzig,22-29,Friend shared,4.9,16,36.0,0.179,3,0,1,5,1,0.695,0,0,3,1,42.62
F206602,Rotterdam,22-29,Friend shared,24.9,7,18.0,0.514,2,0,1,1,0,0.0,0,0,0,0,0.0
F206603,Cologne,16-21,Editorial playlist,11.0,2,1.0,0.449,0,0,0,0,0,0.0,0,0,0,0,0.0
F206604,Riga,55+,Short-form video,4.7,3,1.0,0.458,1,0,0,0,0,0.0,0,0,1,0,0.0
F206605,Hamburg,30-39,Editorial playlist,1.4,7,21.0,0.297,0,0,1,2,0,0.0,0,1,0,0,0.0
F206606,Madrid,22-29,Editorial playlist,21.2,3,33.0,0.505,0,0,0,0,0,0.0,0,1,0,0,0.0
F206607,Amsterdam,30-39,Algorithmic radio,12.2,10,17.0,0.398,0,1,0,0,0,0.0,0,0,1,0,0.0
F206608,Hamburg,55+,Another artist's collab,0.9,39,75.0,0.01,3,1,1,10,0,0.0,1,1,6,0,0.0
F206609,Berlin,22-29,Another artist's collab,3.8,3,13.0,0.381,0,0,0,0,0,0.0,0,0,0,0,0.0
F206610,Helsinki,40-54,Friend shared,3.9,14,54.0,0.195,4,0,0,0,0,0.0,0,1,0,0,0.0
F206611,Rotterdam,16-21,Friend shared,9.6,10,86.0,0.294,0,0,0,0,0,0.0,0,0,0,1,11.42
F206612,Warsaw,16-21,Editorial playlist,17.9,13,76.0,0.255,0,0,0,0,0,0.0,0,1,2,0,0.0
F206613,Hamburg,40-54,Algorithmic radio,36.0,2,9.0,0.464,0,0,0,0,0,0.0,0,0,0,0,0.0
F206614,Other,16-21,Another artist's collab,2.2,3,13.0,0.41,1,0,0,0,0,0.0,0,0,0,0,0.0
F206615,Leipzig,30-39,Short-form video,19.0,1,1.0,0.436,2,0,0,0,0,0.0,0,0,0,0,0.0
F206616,London,22-29,Live show,0.5,7,50.0,0.361,4,1,1,5,0,0.0,1,0,1,0,0.0
F206617,Madrid,22-29,Algorithmic radio,13.7,4,6.0,0.427,2,0,1,2,0,0.0,0,0,0,0,0.0
F206618,Amsterdam,55+,Short-form video,8.0,7,42.0,0.28,1,1,0,0,0,0.0,0,0,1,0,0.0
F206619,Rotterdam,22-29,Another artist's collab,1.5,13,38.0,0.178,2,1,1,3,0,0.0,0,0,4,0,0.0
F206620,Brussels,16-21,Another artist's collab,1.2,4,18.0,0.466,2,1,1,3,0,0.0,0,0,1,0,0.0
F206621,Utrecht,22-29,Friend shared,20.4,10,22.0,0.376,2,0,0,0,0,0.0,0,1,0,0,0.0
F206622,Berlin,55+,Editorial playlist,19.8,4,39.0,0.599,0,0,0,0,0,0.0,0,0,0,0,0.0
F206623,London,40-54,Another artist's collab,9.8,12,46.0,0.185,4,1,0,0,0,0.0,0,0,0,0,0.0
F206624,Berlin,22-29,Friend shared,5.1,2,10.0,0.456,0,0,0,0,0,0.0,0,0,1,0,0.0
F206625,Milan,30-39,Editorial playlist,8.0,10,44.0,0.349,0,1,0,0,0,0.0,0,0,0,0,0.0
F206626,Copenhagen,30-39,Editorial playlist,0.5,6,36.0,0.297,0,1,0,0,0,0.0,0,0,2,0,0.0
F206627,Prague,55+,Friend shared,8.5,12,33.0,0.27,2,1,0,0,0,0.0,0,0,0,0,0.0
F206628,Munich,30-39,Short-form video,4.8,9,45.0,0.276,2,1,0,0,0,0.0,0,0,0,0,0.0
F206629,Oslo,40-54,Another artist's collab,6.8,6,1.0,0.537,0,1,0,0,0,0.0,0,0,0,0,0.0
F206630,Stockholm,16-21,Another artist's collab,12.3,7,13.0,0.581,2,0,0,0,0,0.0,0,0,0,1,151.93
F206631,Berlin,22-29,Friend shared,31.2,1,1.0,0.571,1,0,0,0,0,0.0,0,0,0,0,0.0
F206632,Lisbon,30-39,Another artist's collab,2.0,4,1.0,0.364,0,1,1,2,0,0.0,0,0,0,0,0.0
F206633,Prague,16-21,Editorial playlist,4.6,8,31.0,0.443,1,0,0,0,0,0.0,0,1,3,0,0.0
F206634,Brussels,22-29,Editorial playlist,10.3,16,44.0,0.23,0,0,1,5,0,0.0,0,1,1,0,0.0
F206635,Rotterdam,40-54,Editorial playlist,6.2,5,1.0,0.396,3,0,0,0,0,0.0,0,0,0,0,0.0
F206636,Leipzig,30-39,Short-form video,16.4,21,92.0,0.283,1,1,0,0,0,0.0,0,0,5,0,0.0
F206637,Oslo,16-21,Bandcamp browse,36.0,0,1.0,0.596,2,0,0,0,0,0.0,0,0,0,0,0.0
F206638,Brussels,22-29,Short-form video,5.8,10,45.0,0.335,0,1,0,0,1,0.378,0,0,0,0,0.0
F206639,London,22-29,Another artist's collab,0.5,10,64.0,0.357,1,1,0,0,0,0.0,0,0,1,1,32.02
F206640,Berlin,16-21,Friend shared,36.0,5,55.0,0.265,2,1,0,0,0,0.0,0,0,1,0,0.0
F206641,Barcelona,22-29,Short-form video,26.0,4,42.0,0.321,1,1,1,1,0,0.0,0,0,0,0,0.0
F206642,Amsterdam,16-21,Algorithmic radio,2.5,4,17.0,0.438,1,0,0,0,0,0.0,0,0,0,0,0.0
F206643,Paris,55+,Short-form video,11.6,20,42.0,0.176,6,1,0,0,0,0.0,0,0,3,0,0.0
F206644,Zurich,22-29,Short-form video,2.5,2,1.0,0.515,0,0,0,0,0,0.0,0,0,0,0,0.0
F206645,Hamburg,16-21,Algorithmic radio,14.3,2,2.0,0.453,0,0,0,0,0,0.0,0,0,0,0,0.0
F206646,Berlin,22-29,Editorial playlist,5.3,6,44.0,0.432,0,0,0,0,0,0.0,0,0,0,0,0.0
F206647,Berlin,16-21,Algorithmic radio,4.6,7,29.0,0.482,2,0,0,0,0,0.0,0,0,0,0,0.0
F206648,Milan,40-54,Music blog / press,2.7,4,15.0,0.558,2,0,0,0,0,0.0,0,0,0,0,0.0
F206649,Paris,30-39,Friend shared,1.0,8,38.0,0.336,2,0,1,2,0,0.0,0,0,0,0,0.0
F206650,Copenhagen,22-29,Algorithmic radio,13.8,5,11.0,0.458,0,1,0,0,0,0.0,0,0,0,0,0.0
F206651,Other,30-39,Another artist's collab,1.5,23,75.0,0.312,3,1,0,0,0,0.0,0,0,1,0,0.0
F206652,Stockholm,22-29,Algorithmic radio,20.6,3,45.0,0.423,0,0,1,6,0,0.0,1,0,1,0,0.0
F206653,Warsaw,22-29,Algorithmic radio,3.5,16,58.0,0.153,1,0,1,9,0,0.0,0,0,0,0,0.0
F206654,Warsaw,16-21,Short-form video,0.5,11,53.0,0.255,2,1,0,0,0,0.0,0,0,0,0,0.0
F206655,London,22-29,Algorithmic radio,7.8,1,17.0,0.33,0,0,0,0,0,0.0,0,0,0,0,0.0
F206656,Vienna,16-21,Algorithmic radio,1.6,9,17.0,0.478,2,0,0,0,0,0.0,0,0,2,0,0.0
F206657,Other,16-21,Short-form video,3.9,4,14.0,0.517,0,0,1,1,0,0.0,0,0,0,0,0.0
F206658,Tallinn,30-39,Algorithmic radio,4.2,9,52.0,0.102,2,0,0,0,0,0.0,0,0,3,0,0.0
F206659,London,22-29,Algorithmic radio,5.2,2,27.0,0.418,2,1,1,4,0,0.0,0,0,0,0,0.0
F206660,Paris,16-21,Editorial playlist,12.4,7,50.0,0.276,2,0,0,0,0,0.0,0,0,0,1,28.37
F206661,Lisbon,16-21,Music blog / press,8.5,8,17.0,0.39,0,0,1,1,0,0.0,1,0,0,0,0.0
F206662,Leipzig,22-29,Friend shared,2.1,11,61.0,0.368,3,0,1,3,0,0.0,0,0,0,0,0.0
F206663,Madrid,16-21,Music blog / press,16.5,3,23.0,0.486,0,0,0,0,0,0.0,0,0,0,0,0.0
F206664,Rotterdam,22-29,Friend shared,8.8,10,20.0,0.331,1,1,0,0,0,0.0,0,0,0,0,0.0
F206665,Helsinki,55+,Editorial playlist,4.8,16,43.0,0.188,2,1,1,9,0,0.0,0,0,1,0,0.0
F206666,Brussels,16-21,Algorithmic radio,6.5,5,37.0,0.263,0,1,0,0,0,0.0,0,1,1,0,0.0
F206667,Bristol,30-39,Algorithmic radio,19.9,5,30.0,0.527,1,0,0,0,0,0.0,0,0,0,0,0.0
F206668,Munich,30-39,Short-form video,27.4,8,50.0,0.253,1,1,0,0,0,0.0,0,0,0,0,0.0
F206669,Barcelona,55+,Friend shared,8.9,3,26.0,0.503,0,0,0,0,0,0.0,0,0,0,0,0.0
F206670,London,22-29,Live show,2.0,3,19.0,0.253,1,0,0,0,0,0.0,0,0,1,1,34.17
F206671,Paris,22-29,Short-form video,0.5,5,39.0,0.25,1,1,0,0,0,0.0,0,0,1,0,0.0
F206672,Warsaw,22-29,Algorithmic radio,0.5,0,1.0,0.436,0,0,0,0,0,0.0,0,0,1,0,0.0
F206673,London,30-39,Music blog / press,0.5,15,45.0,0.378,4,0,0,0,0,0.0,0,0,2,0,0.0
F206674,Stockholm,22-29,Algorithmic radio,9.3,2,6.0,0.698,0,0,0,0,0,0.0,0,0,1,0,0.0
F206675,Leipzig,22-29,Live show,4.3,17,46.0,0.274,1,0,0,0,0,0.0,0,1,1,1,29.08
F206676,London,40-54,Editorial playlist,13.5,9,28.0,0.335,2,1,0,0,0,0.0,1,0,0,1,26.17
F206677,Lisbon,22-29,Editorial playlist,3.1,2,2.0,0.319,0,0,1,1,0,0.0,0,0,0,0,0.0
F206678,Berlin,16-21,Short-form video,14.1,2,31.0,0.536,1,0,1,2,0,0.0,0,0,0,0,0.0
F206679,Manchester,55+,Algorithmic radio,3.2,7,42.0,0.449,1,1,0,0,0,0.0,0,0,0,0,0.0
F206680,Copenhagen,30-39,Music blog / press,12.1,15,25.0,0.383,2,0,0,0,1,0.85,0,0,0,0,0.0
F206681,Lisbon,40-54,Live show,2.5,8,25.0,0.178,2,0,0,0,0,0.0,0,1,0,0,0.0
F206682,Vienna,22-29,Live show,2.8,23,46.0,0.203,3,0,0,0,0,0.0,0,0,0,0,0.0
F206683,Barcelona,22-29,Algorithmic radio,12.0,8,27.0,0.384,0,1,0,0,0,0.0,0,0,0,0,0.0
F206684,Amsterdam,16-21,Bandcamp browse,16.2,6,37.0,0.299,2,0,0,0,1,0.486,0,0,0,0,0.0
F206685,Lyon,30-39,Another artist's collab,0.7,13,52.0,0.4,2,1,0,0,0,0.0,0,0,0,0,0.0
F206686,Dublin,55+,Algorithmic radio,12.3,8,29.0,0.385,1,0,1,1,0,0.0,0,0,0,0,0.0
F206687,Lisbon,40-54,Friend shared,9.2,1,9.0,0.451,1,0,0,0,0,0.0,0,0,1,0,0.0
F206688,Krakow,30-39,Bandcamp browse,2.6,6,22.0,0.356,1,0,0,0,0,0.0,0,0,1,0,0.0
F206689,Bristol,30-39,Editorial playlist,0.7,26,80.0,0.115,4,1,1,5,0,0.0,0,1,2,0,0.0
F206690,Manchester,22-29,Algorithmic radio,10.5,8,50.0,0.399,2,0,0,0,0,0.0,0,0,2,0,0.0
F206691,Berlin,22-29,Another artist's collab,36.0,2,1.0,0.628,0,0,0,0,0,0.0,0,0,0,0,0.0
F206692,Lisbon,16-21,Friend shared,29.1,5,3.0,0.486,0,0,0,0,0,0.0,0,0,0,0,0.0
F206693,Barcelona,30-39,Another artist's collab,2.6,3,24.0,0.42,1,0,0,0,0,0.0,0,0,0,0,0.0
F206694,Manchester,55+,Algorithmic radio,11.5,8,42.0,0.442,1,0,0,0,0,0.0,0,0,0,0,0.0
F206695,Utrecht,30-39,Friend shared,4.4,8,49.0,0.24,6,0,0,0,1,0.608,0,0,1,1,32.82
F206696,Paris,22-29,Algorithmic radio,5.9,1,23.0,0.561,4,0,0,0,0,0.0,0,0,0,0,0.0
F206697,Leipzig,22-29,Algorithmic radio,0.8,11,88.0,0.259,4,1,1,5,0,0.0,0,0,0,0,0.0
F206698,Helsinki,22-29,Bandcamp browse,4.6,7,37.0,0.403,7,0,1,3,0,0.0,0,0,2,0,0.0
F206699,Krakow,22-29,Live show,24.9,10,27.0,0.374,2,1,1,5,0,0.0,0,1,2,0,0.0
F206700,Amsterdam,40-54,Another artist's collab,3.2,11,60.0,0.144,3,0,0,0,1,0.474,0,1,1,0,0.0
F206701,Zurich,30-39,Algorithmic radio,6.9,1,20.0,0.316,0,0,0,0,0,0.0,0,0,0,0,0.0
F206702,Other,22-29,Another artist's collab,3.9,19,84.0,0.194,7,1,0,0,0,0.0,0,0,4,0,0.0
F206703,Leipzig,22-29,Short-form video,7.4,19,82.0,0.13,4,0,0,0,0,0.0,0,0,2,0,0.0
F206704,Manchester,16-21,Editorial playlist,3.9,5,33.0,0.339,3,1,1,3,0,0.0,0,0,0,1,12.06
F206705,Glasgow,16-21,Algorithmic radio,0.5,22,64.0,0.26,5,1,1,6,0,0.0,0,0,1,0,0.0
F206706,Cologne,22-29,Algorithmic radio,6.0,50,81.0,0.01,8,1,1,13,1,0.804,0,1,4,1,20.69
F206707,Warsaw,22-29,Editorial playlist,0.5,18,46.0,0.158,1,1,1,4,1,0.685,0,0,4,0,0.0
F206708,Vienna,16-21,Bandcamp browse,31.6,0,1.0,0.582,0,0,0,0,0,0.0,0,0,0,0,0.0
F206709,Cologne,22-29,Another artist's collab,0.5,1,20.0,0.638,0,0,0,0,0,0.0,0,0,0,0,0.0
F206710,Cologne,22-29,Editorial playlist,1.4,9,40.0,0.504,2,0,0,0,0,0.0,0,0,0,0,0.0
F206711,Madrid,22-29,Editorial playlist,11.7,2,7.0,0.485,1,0,0,0,0,0.0,0,0,0,0,0.0
F206712,Paris,22-29,Algorithmic radio,14.6,5,3.0,0.502,1,0,0,0,0,0.0,0,0,1,0,0.0
F206713,Zurich,30-39,Music blog / press,3.0,2,44.0,0.443,2,0,1,2,0,0.0,0,0,1,0,0.0
F206714,Zurich,30-39,Friend shared,7.1,5,30.0,0.459,0,0,0,0,0,0.0,0,0,1,0,0.0
F206715,Barcelona,22-29,Friend shared,0.7,12,71.0,0.362,2,0,1,1,0,0.0,0,0,0,0,0.0
F206716,Riga,55+,Friend shared,11.6,12,78.0,0.291,1,1,1,3,0,0.0,0,1,1,0,0.0
F206717,Barcelona,30-39,Another artist's collab,6.7,6,5.0,0.508,1,1,0,0,0,0.0,0,0,0,0,0.0
F206718,Zurich,30-39,Algorithmic radio,9.9,9,36.0,0.202,1,1,0,0,0,0.0,0,1,1,0,0.0
F206719,Manchester,22-29,Editorial playlist,7.8,1,12.0,0.57,1,0,1,3,0,0.0,0,0,0,0,0.0
F206720,London,40-54,Friend shared,2.6,9,50.0,0.298,2,1,0,0,0,0.0,0,0,0,0,0.0
F206721,London,22-29,Another artist's collab,12.6,7,14.0,0.377,1,0,0,0,0,0.0,0,0,0,0,0.0
F206722,London,30-39,Short-form video,7.1,5,70.0,0.364,1,0,1,3,1,0.394,0,0,0,0,0.0
F206723,Leipzig,22-29,Bandcamp browse,17.1,4,9.0,0.411,3,0,0,0,0,0.0,0,1,1,0,0.0
F206724,London,40-54,Bandcamp browse,36.0,15,73.0,0.097,4,0,0,0,0,0.0,0,0,3,0,0.0
F206725,London,30-39,Editorial playlist,13.1,7,32.0,0.293,1,0,0,0,0,0.0,0,0,0,0,0.0
F206726,Berlin,40-54,Live show,12.8,1,1.0,0.501,0,0,0,0,0,0.0,0,0,0,0,0.0
F206727,Utrecht,16-21,Music blog / press,13.4,13,46.0,0.188,3,1,0,0,1,0.631,0,0,0,1,25.01
F206728,Riga,30-39,Editorial playlist,6.7,2,6.0,0.427,1,0,0,0,0,0.0,0,0,0,0,0.0
F206729,Prague,22-29,Live show,8.7,3,1.0,0.559,0,0,0,0,0,0.0,0,0,0,0,0.0
F206730,Brussels,22-29,Algorithmic radio,6.1,4,19.0,0.517,3,0,0,0,0,0.0,0,0,0,1,50.05
F206731,Krakow,22-29,Short-form video,16.3,9,23.0,0.214,2,0,0,0,0,0.0,0,1,1,0,0.0
F206732,Madrid,40-54,Editorial playlist,10.7,6,21.0,0.227,0,1,0,0,0,0.0,0,0,1,0,0.0
F206733,Brussels,22-29,Algorithmic radio,13.8,12,43.0,0.36,3,0,0,0,0,0.0,0,0,0,0,0.0
F206734,Hamburg,30-39,Live show,16.4,5,28.0,0.492,0,0,0,0,0,0.0,0,0,0,0,0.0
F206735,Other,22-29,Friend shared,2.3,4,13.0,0.542,0,0,0,0,0,0.0,0,0,0,0,0.0
F206736,Berlin,22-29,Editorial playlist,16.4,3,14.0,0.556,1,0,0,0,0,0.0,0,0,0,0,0.0
F206737,Vienna,40-54,Editorial playlist,4.6,13,57.0,0.353,3,0,0,0,0,0.0,0,0,0,0,0.0
F206738,Brussels,40-54,Music blog / press,10.1,8,40.0,0.4,3,0,0,0,0,0.0,0,0,0,0,0.0
F206739,Paris,30-39,Another artist's collab,2.5,3,10.0,0.43,0,0,0,0,0,0.0,0,0,0,0,0.0
F206740,Vienna,22-29,Live show,16.5,16,73.0,0.224,4,1,0,0,1,0.656,1,0,2,1,7.56
F206741,London,16-21,Editorial playlist,0.8,18,33.0,0.117,1,1,0,0,0,0.0,0,0,3,0,0.0
F206742,Berlin,16-21,Short-form video,14.8,7,44.0,0.106,1,1,0,0,0,0.0,0,1,1,0,0.0
F206743,Berlin,22-29,Live show,1.3,8,35.0,0.414,2,0,0,0,0,0.0,0,0,0,0,0.0
F206744,Hamburg,16-21,Algorithmic radio,3.8,28,58.0,0.096,3,1,1,7,1,0.796,0,0,5,0,0.0
F206745,Hamburg,22-29,Editorial playlist,1.0,4,16.0,0.55,1,0,0,0,0,0.0,0,0,0,0,0.0
F206746,Vienna,22-29,Editorial playlist,24.9,3,1.0,0.712,0,0,0,0,0,0.0,0,0,0,0,0.0
F206747,Warsaw,16-21,Editorial playlist,11.7,16,39.0,0.333,1,0,1,8,0,0.0,0,0,1,0,0.0
F206748,Manchester,30-39,Live show,0.6,17,53.0,0.225,1,1,0,0,0,0.0,1,0,1,1,69.73
F206749,Oslo,55+,Algorithmic radio,16.4,11,54.0,0.266,0,0,0,0,0,0.0,1,1,2,1,6.96
F206750,Berlin,22-29,Friend shared,12.4,17,64.0,0.26,1,1,0,0,0,0.0,1,0,2,1,6.14
F206751,Rotterdam,22-29,Friend shared,5.7,15,56.0,0.161,1,0,0,0,0,0.0,0,0,0,0,0.0
F206752,Tallinn,16-21,Friend shared,12.3,14,62.0,0.303,2,1,0,0,0,0.0,0,1,1,0,0.0
F206753,Milan,16-21,Friend shared,7.6,10,37.0,0.37,4,1,0,0,1,0.347,0,0,0,0,0.0
F206754,London,30-39,Friend shared,11.1,7,13.0,0.243,3,1,0,0,0,0.0,0,0,2,0,0.0
F206755,Hamburg,22-29,Editorial playlist,31.5,10,10.0,0.388,1,0,0,0,0,0.0,0,1,1,0,0.0
F206756,Brussels,30-39,Editorial playlist,23.0,13,59.0,0.326,1,1,0,0,0,0.0,0,1,3,0,0.0
F206757,Lisbon,30-39,Friend shared,15.5,3,26.0,0.566,2,1,0,0,0,0.0,0,0,0,0,0.0
F206758,London,16-21,Algorithmic radio,23.4,3,4.0,0.224,1,0,0,0,0,0.0,0,0,1,0,0.0
F206759,Amsterdam,40-54,Algorithmic radio,0.5,4,6.0,0.425,0,0,0,0,0,0.0,0,0,0,0,0.0
F206760,Berlin,40-54,Algorithmic radio,1.3,7,18.0,0.354,2,0,1,2,0,0.0,0,1,0,1,64.36
F206761,Vienna,30-39,Editorial playlist,1.6,22,63.0,0.167,0,1,0,0,0,0.0,0,0,1,1,27.05
F206762,Milan,55+,Editorial playlist,5.6,4,3.0,0.46,2,1,0,0,0,0.0,0,0,0,0,0.0
F206763,Stockholm,40-54,Live show,13.2,1,1.0,0.63,0,0,0,0,0,0.0,0,0,0,0,0.0
F206764,Paris,22-29,Friend shared,0.6,6,46.0,0.353,0,0,0,0,0,0.0,0,0,0,1,51.04
F206765,Copenhagen,40-54,Friend shared,21.1,7,47.0,0.387,0,0,0,0,0,0.0,0,0,0,1,51.39
F206766,Barcelona,30-39,Editorial playlist,11.8,5,30.0,0.501,0,1,0,0,0,0.0,0,0,0,0,0.0
F206767,Bristol,22-29,Short-form video,7.7,7,1.0,0.452,0,0,0,0,0,0.0,0,0,0,0,0.0
F206768,Barcelona,22-29,Algorithmic radio,6.5,12,37.0,0.268,5,0,1,2,0,0.0,0,1,1,0,0.0
F206769,London,30-39,Friend shared,10.5,6,15.0,0.458,0,0,0,0,0,0.0,0,0,1,1,22.49
F206770,Lyon,16-21,Friend shared,0.6,18,73.0,0.253,2,1,1,5,1,0.848,0,0,2,1,6.68
F206771,Prague,30-39,Friend shared,6.3,12,56.0,0.287,0,1,0,0,0,0.0,0,0,0,1,10.26
F206772,Manchester,22-29,Short-form video,2.0,3,1.0,0.331,2,0,0,0,0,0.0,0,0,0,0,0.0
F206773,Other,22-29,Editorial playlist,22.2,7,21.0,0.233,1,1,0,0,0,0.0,0,0,0,0,0.0
